time,load_shortfall_3h
2018-01-01 00:00:00,8496.556497655934
2018-01-01 03:00:00,8308.21597840386
2018-01-01 06:00:00,9010.979169414431
2018-01-01 09:00:00,9345.375799917556
2018-01-01 12:00:00,8337.56773307492
2018-01-01 15:00:00,8701.255652496415
2018-01-01 18:00:00,7865.467300579522
2018-01-01 21:00:00,7556.4285130205135
2018-01-02 00:00:00,8389.104401915749
2018-01-02 03:00:00,8171.455969447552
2018-01-02 06:00:00,8688.7933281311
2018-01-02 09:00:00,8986.426390980008
2018-01-02 12:00:00,7283.615600961126
2018-01-02 15:00:00,8582.003960519185
2018-01-02 18:00:00,8761.330332995301
2018-01-02 21:00:00,8053.795868442414
2018-01-03 00:00:00,8441.520465921003
2018-01-03 03:00:00,8385.836752009272
2018-01-03 06:00:00,8082.748688242639
2018-01-03 09:00:00,9080.77727414481
2018-01-03 12:00:00,8837.386372562953
2018-01-03 15:00:00,7638.422855223259
2018-01-03 18:00:00,9749.517528362747
2018-01-03 21:00:00,8320.614708459363
2018-01-04 00:00:00,7880.358996135036
2018-01-04 03:00:00,9430.180212029105
2018-01-04 06:00:00,10311.488062298997
2018-01-04 09:00:00,8900.144476603667
2018-01-04 12:00:00,8686.658644827185
2018-01-04 15:00:00,8489.034865952808
2018-01-04 18:00:00,8537.339469092003
2018-01-04 21:00:00,8408.322586421908
2018-01-05 00:00:00,8106.248902509261
2018-01-05 03:00:00,9310.953639582895
2018-01-05 06:00:00,9782.032907713652
2018-01-05 09:00:00,7555.035968031386
2018-01-05 12:00:00,5821.755560733147
2018-01-05 15:00:00,8342.11906297052
2018-01-05 18:00:00,7798.82615292342
2018-01-05 21:00:00,9959.691206743364
2018-01-06 00:00:00,9514.460324727079
2018-01-06 03:00:00,7645.592388190511
2018-01-06 06:00:00,10310.54538606848
2018-01-06 09:00:00,10041.405587397003
2018-01-06 12:00:00,10855.290333050718
2018-01-06 15:00:00,11159.402238992167
2018-01-06 18:00:00,10411.177640172566
2018-01-06 21:00:00,10424.358434091022
2018-01-07 00:00:00,8972.88329314068
2018-01-07 03:00:00,10209.993296527848
2018-01-07 06:00:00,9697.495214675175
2018-01-07 09:00:00,9318.270911111484
2018-01-07 12:00:00,9753.14204795471
2018-01-07 15:00:00,10382.745818579928
2018-01-07 18:00:00,10476.964475337407
2018-01-07 21:00:00,11431.952212995882
2018-01-08 00:00:00,8511.385919162902
2018-01-08 03:00:00,8162.155958973106
2018-01-08 06:00:00,10816.254811250506
2018-01-08 09:00:00,7976.430430321262
2018-01-08 12:00:00,8990.149586019736
2018-01-08 15:00:00,10355.907604873537
2018-01-08 18:00:00,9770.513761876404
2018-01-08 21:00:00,9794.727953612884
2018-01-09 00:00:00,9392.818404825191
2018-01-09 03:00:00,7840.616773103159
2018-01-09 06:00:00,9930.269055554247
2018-01-09 09:00:00,9630.441701249238
2018-01-09 12:00:00,8610.864297649701
2018-01-09 15:00:00,8315.605124628728
2018-01-09 18:00:00,7895.467435607465
2018-01-09 21:00:00,8571.31471201307
2018-01-10 00:00:00,9567.409723894672
2018-01-10 03:00:00,8534.690823159102
2018-01-10 06:00:00,9353.299947789235
2018-01-10 09:00:00,9587.047979160792
2018-01-10 12:00:00,9520.805031360109
2018-01-10 15:00:00,7390.054014702754
2018-01-10 18:00:00,8696.656347258133
2018-01-10 21:00:00,7752.928892841981
2018-01-11 00:00:00,8011.81593148408
2018-01-11 03:00:00,7562.849353157662
2018-01-11 06:00:00,7409.172090786481
2018-01-11 09:00:00,7740.016159689896
2018-01-11 12:00:00,6555.952476644528
2018-01-11 15:00:00,8311.098314333136
2018-01-11 18:00:00,9436.004496828478
2018-01-11 21:00:00,8825.137932573201
2018-01-12 00:00:00,9890.065503481448
2018-01-12 03:00:00,9037.736583674148
2018-01-12 06:00:00,9110.561814422168
2018-01-12 09:00:00,8654.240276569857
2018-01-12 12:00:00,10059.034234180914
2018-01-12 15:00:00,9803.427716477396
2018-01-12 18:00:00,10318.045258689679
2018-01-12 21:00:00,9698.09199444673
2018-01-13 00:00:00,9462.187768569991
2018-01-13 03:00:00,10632.212112059104
2018-01-13 06:00:00,10132.156612776736
2018-01-13 09:00:00,9433.362849278754
2018-01-13 12:00:00,9370.978435847916
2018-01-13 15:00:00,10351.883031298461
2018-01-13 18:00:00,10925.641150929274
2018-01-13 21:00:00,7916.225549145344
2018-01-14 00:00:00,8543.14533291135
2018-01-14 03:00:00,8905.097340299279
2018-01-14 06:00:00,8228.970111422606
2018-01-14 09:00:00,9105.437821998035
2018-01-14 12:00:00,7158.91344873387
2018-01-14 15:00:00,7243.085579096542
2018-01-14 18:00:00,8143.696336061968
2018-01-14 21:00:00,8805.994109244019
2018-01-15 00:00:00,9226.167742337757
2018-01-15 03:00:00,8191.638535186087
2018-01-15 06:00:00,8642.285700034348
2018-01-15 09:00:00,8782.853546034994
2018-01-15 12:00:00,10015.963908376614
2018-01-15 15:00:00,9992.881924447913
2018-01-15 18:00:00,9006.046528183817
2018-01-15 21:00:00,8308.422827234117
2018-01-16 00:00:00,8042.474676434747
2018-01-16 03:00:00,7804.003016618635
2018-01-16 06:00:00,7679.409771598885
2018-01-16 09:00:00,7951.489392418798
2018-01-16 12:00:00,8444.935366161677
2018-01-16 15:00:00,8246.324536628188
2018-01-16 18:00:00,8196.984893853198
2018-01-16 21:00:00,7794.123166399524
2018-01-17 00:00:00,5967.770519994764
2018-01-17 03:00:00,7135.273551546647
2018-01-17 06:00:00,8051.117587681335
2018-01-17 09:00:00,8471.855557132165
2018-01-17 12:00:00,7740.328556831693
2018-01-17 15:00:00,8880.621481112357
2018-01-17 18:00:00,9201.362981167691
2018-01-17 21:00:00,10188.377393793078
2018-01-18 00:00:00,9762.065669566287
2018-01-18 03:00:00,11754.625316553474
2018-01-18 06:00:00,8357.516734530083
2018-01-18 09:00:00,8912.836275096062
2018-01-18 12:00:00,9911.633654625566
2018-01-18 15:00:00,9860.988410948981
2018-01-18 18:00:00,9878.355347980396
2018-01-18 21:00:00,9731.370959766966
2018-01-19 00:00:00,9532.525219848527
2018-01-19 03:00:00,9087.513585623741
2018-01-19 06:00:00,9721.060156595788
2018-01-19 09:00:00,8458.290337438808
2018-01-19 12:00:00,8360.59372977195
2018-01-19 15:00:00,10291.88768132155
2018-01-19 18:00:00,8720.030770724738
2018-01-19 21:00:00,6307.2981757935595
2018-01-20 00:00:00,8950.206111548821
2018-01-20 03:00:00,8851.180884020785
2018-01-20 06:00:00,8340.826263568211
2018-01-20 09:00:00,8500.55358261935
2018-01-20 12:00:00,8978.975769602432
2018-01-20 15:00:00,8430.503745831807
2018-01-20 18:00:00,7996.220673013882
2018-01-20 21:00:00,8070.395688019801
2018-01-21 00:00:00,7213.946105642104
2018-01-21 03:00:00,6414.9037883985275
2018-01-21 06:00:00,7171.5947457449565
2018-01-21 09:00:00,7219.467743041136
2018-01-21 12:00:00,6194.272719824762
2018-01-21 15:00:00,7307.874812479367
2018-01-21 18:00:00,7824.579752629303
2018-01-21 21:00:00,7812.904129416364
2018-01-22 00:00:00,8599.803087985109
2018-01-22 03:00:00,8215.507604854614
2018-01-22 06:00:00,7578.602463267228
2018-01-22 09:00:00,8277.009502910118
2018-01-22 12:00:00,8252.13520259434
2018-01-22 15:00:00,8852.846448189219
2018-01-22 18:00:00,9619.402536828205
2018-01-22 21:00:00,9258.354227853471
2018-01-23 00:00:00,8417.61988913176
